No.,Atoll,Location,name: en,Atoll: dv,fullname:dv,name: dv
248,R,R - Filaidhoo,Filaidhoo,ރ,ރ. ފިލައިދޫ,ފިލައިދޫ
249,R,R - Fuggiri,Fuggiri,ރ,ރ. ފުއްގިރި,ފުއްގިރި
250,R,R - Furaveri,Furaveri,ރ,ރ. ފުރަވެރި,ފުރަވެރި
251,R,R - Gaaudoodhoo,Gaaudoodhoo,ރ,ރ. ގާއުނޑޫދޫ,ގާއުނޑޫދޫ
253,R,R - Giraavaaru,Giraavaaru,ރ,ރ. ގިރާވަރު,ގިރާވަރު
254,R,R - Goiymaru,Goiymaru,ރ,ރ. ގޮތްމަރު,ގޮތްމަރު
255,R,R - Goyyafaru,Goyyafaru,ރ,ރ. ގޮތްޔަފަރު,ގޮތްޔަފަރު
256,R,R - Gubolhi,Gubolhi,ރ,ރ. ގުނބޮޅި,ގުނބޮޅި
257,R,R - Bodu Haiykodi,Bodu Haiykodi,ރ,ރ. ބޮޑުހަތްކޮޑި,ބޮޑުހަތްކޮޑި
258,R,R - Hiboodhoo,Hiboodhoo,ރ,ރ. ހިނބޫދޫ,ހިނބޫދޫ
259,R,R - Hiraveri,Hiraveri,ރ,ރ. ހިރަވެރި,ހިރަވެރި
260,R,R - Hulhudhoo,Hulhudhoo,ރ,ރ. ހުޅުދޫ,ހުޅުދޫ
261,R,R - Huruvalhi,Huruvalhi,ރ,ރ. ހުރުވަޅި,ހުރުވަޅި
262,R,R - Kadoogadu,Kadoogadu,ރ,ރ. ކަޑޫގަނޑު,ކަޑޫގަނޑު
263,R,R - Kandhoomeehunge lhaabugali,Kandhoomeehunge lhaabugali,ރ,ރ. ކަންދޫމީހުންގެޅާބުގަލި,ކަންދޫމީހުންގެޅާބުގަލި
264,R,R - Kothaafaru,Kothaafaru,ރ,ރ. ކޮތާފަރު,ކޮތާފަރު
265,R,R - Kottefaru,Kottefaru,ރ,ރ. ކޮށްޓެފަރު,ކޮށްޓެފަރު
266,R,R - Kudafenmaaembudhoo,Kudafenmaaembudhoo,ރ,ރ. ކުޑަފެންމާއެނބޫދޫ,ކުޑަފެންމާއެނބޫދޫ
267,R,R - Kudafushi,Kudafushi,ރ,ރ. ކުޑަފުށި,ކުޑަފުށި
268,R,R - Kudakurathu,Kudakurathu,ރ,ރ. ކުޑަކުރަތު,ކުޑަކުރަތު
269,R,R - Kudalhosgiri,Kudalhosgiri,ރ,ރ. ކުޑަޅޮސްގިރި,ކުޑަޅޮސްގިރި
270,R,R - Kudathulhaadhoo,Kudathulhaadhoo,ރ,ރ. ކުޑަތުޅާދޫ,ކުޑަތުޅާދޫ
271,R,R - Kukulhudhoo,Kukulhudhoo,ރ,ރ. ކުކުޅުދޫ,ކުކުޅުދޫ
272,R,R - Kuredhdhoo,Kuredhdhoo,ރ,ރ. ކުރެއްދޫ,ކުރެއްދޫ
273,R,R - Kuroshigiri,Kuroshigiri,ރ,ރ. ކުރޮށިގިރި,ކުރޮށިގިރި
274,R,R - Lhaabugali,Lhaabugali,ރ,ރ. ޅާނބުގަލި,ޅާނބުގަލި
275,R,R - Lhohi,Lhohi,ރ,ރ. ޅޮހި,ޅޮހި
276,R,R - Liboakandhoo,Liboakandhoo,ރ,ރ. ލިބޯކަންދޫ,ލިބޯކަންދޫ
277,R,R - Lundhufushi,Lundhufushi,ރ,ރ. ލުންދުފުށި,ލުންދުފުށި
278,R,R - Maamingili,Maamingili,ރ,ރ. މާމިނގިލި,މާމިނގިލި
279,R,R - Maamunagau,Maamunagau,ރ,ރ. މާމުނަގައު,މާމުނަގައު
280,R,R - Maamunagaufinolhu,Maamunagaufinolhu,ރ,ރ. މާމުނަގައުފިނޮޅު,މާމުނަގައުފިނޮޅު
281,R,R - Maanenfushi,Maanenfushi,ރ,ރ. މާމެންފުށި,މާމެންފުށި
282,R,R - Maashigiri,Maashigiri,ރ,ރ. މާށިގިރި,މާށިގިރި
283,R,R - Madivaafaru,Madivaafaru,ރ,ރ. މަޑިވާފަރު,މަޑިވާފަރު
284,R,R - Mahidhoo,Mahidhoo,ރ,ރ. މަހިދޫ,މަހިދޫ
285,R,R - Meedhupparu,Meedhupparu,ރ,ރ. މީދުއްޕަރު,މީދުއްޕަރު
287,R,R - Mullaafushi,Mullaafushi,ރ,ރ. މުއްލާފުށި,މުއްލާފުށި
288,R,R - Muravandhoo,Muravandhoo,ރ,ރ. މުރަވަންދޫ,މުރަވަންދޫ
289,R,R - Neyo,Neyo,ރ,ރ. ނެޔޮ,ނެޔޮ
291,R,R - Thaavathaa,Thaavathaa,ރ,ރ. ތާވަތާ,ތާވަތާ
292,R,R - Ufulandhoo,Ufulandhoo,ރ,ރ. އުފުލަންދޫ,އުފުލަންދޫ
293,R,R - Ugulu,Ugulu,ރ,ރ. އުނގުލު,އުނގުލު
294,R,R - Uthurumaafaru,Uthurumaafaru,ރ,ރ. އުތުރުމާފަރު,އުތުރުމާފަރު
295,R,R - Vaffushihuraa,Vaffushihuraa,ރ,ރ. ވަށްފުށިހުރާ,ވަށްފުށިހުރާ
296,R,R - Vahfushi,Vahfushi,ރ,ރ. ވަށްފުށި,ވަށްފުށި
297,R,R - Vandhoo,Vandhoo,ރ,ރ. ވަންދޫ,ވަންދޫ
298,R,R - Veyveh,Veyveh,ރ,ރ. ވޭވަށް,ވޭވަށް
299,R,R - Villingili,Villingili,ރ,ރ. ވިލިނގިލި,ވިލިނގިލި
300,B,B - Kudarikilu,Kudarikilu,ބ,ބ. ކުޑަރިކިލު,ކުޑަރިކިލު
301,B,B - Kamadhoo,Kamadhoo,ބ,ބ. ކަމަދޫ,ކަމަދޫ
302,B,B - Kendhoo,Kendhoo,ބ,ބ. ކެންދޫ,ކެންދޫ
303,B,B - Maaddoo,Maaddoo,ބ,ބ. މާއްޑޫ,މާއްޑޫ
305,B,B - Kihaadhoo,Kihaadhoo,ބ,ބ. ކިހާދޫ,ކިހާދޫ
306,B,B - Dhonfanu,Dhonfanu,ބ,ބ. ދޮންފަނު,ދޮންފަނު
307,B,B - Dharavandhoo,Dharavandhoo,ބ,ބ. ދަރަވަންދޫ,ދަރަވަންދޫ
308,B,B - Maalhos,Maalhos,ބ,ބ. މާޅޮސް,މާޅޮސް
309,B,B - Eydhafushi,Eydhafushi,ބ,ބ. އޭދަފުށި,އޭދަފުށި
310,B,B - Funadhoo,Funadhoo,ބ,ބ. ފުނަދޫ,ފުނަދޫ
311,B,B - Thulhaadhoo,Thulhaadhoo,ބ,ބ. ތުޅާދޫ,ތުޅާދޫ
312,B,B - Hithaadhoo,Hithaadhoo,ބ,ބ. ހިތާދޫ,ހިތާދޫ
313,B,B - Fulhadhoo,Fulhadhoo,ބ,ބ. ފުޅަދޫ,ފުޅަދޫ
314,B,B - Fehendhoo,Fehendhoo,ބ,ބ. ފެހެންދޫ,ފެހެންދޫ
315,B,B - Goidhoo,Goidhoo,ބ,ބ. ގޮއިދޫ,ގޮއިދޫ
316,B,B - Landaagiraavaru,Landaagiraavaru,ބ,ބ. ލަނޑާގިރާވަރު,ލަނޑާގިރާވަރު
317,B,B - Dhunikolhu,Dhunikolhu,ބ,ބ. ދުނިކޮޅު,ދުނިކޮޅު
318,B,B - Kihaadhuffaru,Kihaadhuffaru,ބ,ބ. ކިހާދުއްފަރު,ކިހާދުއްފަރު
319,B,B - Fonimagoodhoo,Fonimagoodhoo,ބ,ބ. ފޮނިމަގޫދޫ,ފޮނިމަގޫދޫ
320,B,B - Kunfunadhoo,Kunfunadhoo,ބ,ބ. ކުންފުނަދޫ,ކުންފުނަދޫ
321,B,B - Horubadhoo,Horubadhoo,ބ,ބ. ހޮރުބަނދޫ,ހޮރުބަނދޫ
322,B,B - Ahivahfushi,Ahivahfushi,ބ,ބ. އަހިވަށްފުށި,އަހިވަށްފުށި
323,B,B - Aidhoo,Aidhoo,ބ,ބ. އައިދޫ,އައިދޫ
324,B,B - Anhenunfushi,Anhenunfushi,ބ,ބ. އަންހެންފުށި,އަންހެންފުށި
326,B,B - Bathalaa,Bathalaa,ބ,ބ. ބަތަލާ,ބަތަލާ
327,B,B - Bathalaahuraa,Bathalaahuraa,ބ,ބ. ބަތަލާހުރާ,ބަތަލާހުރާ
328,B,B - Boadhaafusheefinolhu,Boadhaafusheefinolhu,ބ,ބ. ބޯދާފުށީފިނޮޅު,ބޯދާފުށީފިނޮޅު
329,B,B - Bodufinolhu,Bodufinolhu,ބ,ބ. ބޮޑުފިނޮޅު,ބޮޑުފިނޮޅު
330,B,B - Boifushi,Boifushi,ބ,ބ. ބޮތްފުށި,ބޮތްފުށި
331,B,B - Dhakandhoo,Dhakandhoo,ބ,ބ. ދަކަނދޫ,ދަކަނދޫ
332,B,B - Dhandhoo,Dhandhoo,ބ,ބ. ދަންދޫ,ދަންދޫ
333,B,B - Dhigudhefaru,Dhigudhefaru,ބ,ބ. ދިގުދެފަރު,ދިގުދެފަރު
334,B,B - Dhigufaruvinagandu,Dhigufaruvinagandu,ބ,ބ. ދިގުފަރުވިނަގަނޑު,ދިގުފަރުވިނަގަނޑު
335,B,B - Dhoogandufinolhu,Dhoogandufinolhu,ބ,ބ. ދޫގަނޑުފިނޮޅު,ދޫގަނޑުފިނޮޅު
336,B,B - Embudhoo,Embudhoo,ބ,ބ. އެނބޫދޫ,އެނބޫދޫ
337,B,B - Fareedhaafinolhu,Fareedhaafinolhu,ބ,ބ. ފަރީދާފިނޮޅު,ފަރީދާފިނޮޅު
338,B,B - Fares,Fares,ބ,ބ. ފަރެސް,ފަރެސް
339,B,B - Fehenfaru,Fehenfaru,ބ,ބ. ފެހެންފަރު,ފެހެންފަރު
340,B,B - Finolhas,Finolhas,ބ,ބ. ފިނޮޅަސް,ފިނޮޅަސް
341,B,B - Funadhoo,Funadhoo,ބ,ބ. ފުނަދޫ,ފުނަދޫ
342,B,B - Gaagadufaruhuraa,Gaagadufaruhuraa,ބ,ބ. ގާގަނޑުފަރުހުރާ,ގާގަނޑުފަރުހުރާ
343,B,B - Gaaviligili,Gaaviligili,ބ,ބ. ގާވިލިނގިލި,ގާވިލިނގިލި
344,B,B - Gemendhoo,Gemendhoo,ބ,ބ. ގެމެންދޫ,ގެމެންދޫ
345,B,B - Hanifaru,Hanifaru,ބ,ބ. ހަނިފަރު,ހަނިފަރު
346,B,B - Hibalhidhoo,Hibalhidhoo,ބ,ބ. ހިބަޅިދޫ,ހިބަޅިދޫ
347,B,B - Hirundhoo,Hirundhoo,ބ,ބ. ހިރުނދޫ,ހިރުނދޫ
348,B,B - Hulhudhoo,Hulhudhoo,ބ,ބ. ހުޅުދޫ,ހުޅުދޫ
349,B,B - Innafushi,Innafushi,ބ,ބ. އިންނަފުށި,އިންނަފުށި
351,B,B - Kanufusheegaathufinolhu,Kanufusheegaathufinolhu,ބ,ބ. ކަނުފުށީގާތުފިނޮޅު,ކަނުފުށީގާތުފިނޮޅު
352,B,B - Kanufushi,Kanufushi,ބ,ބ. ކަނުފުށި,ކަނުފުށި
353,B,B - Kashidhoo,Kashidhoo,ބ,ބ. ކަށިދޫ,ކަށިދޫ
354,B,B - Kashidhuhfarufinolhu,Kashidhuhfarufinolhu,ބ,ބ. ކަށިދުއްފަރުފިނޮޅު,ކަށިދުއްފަރުފިނޮޅު
355,B,B - Keyodhoo,Keyodhoo,ބ,ބ. ކެޔޮދޫ,ކެޔޮދޫ
356,B,B - Kihavah Haruvalhi,Kihavah Haruvalhi,ބ,ބ. ކިހައްވަށްހަރުވަޅި,ކިހައްވަށްހަރުވަޅި
357,B,B - Kudadhoo,Kudadhoo,ބ,ބ. ކުޑަދޫ,ކުޑަދޫ
358,B,B - Maaddoo,Maaddoo,ބ,ބ. މާއްޑޫ,މާއްޑޫ
359,B,B - Maaddoohulhudhoo,Maaddoohulhudhoo,ބ,ބ. މާއްޑޫހުޅުދޫ,މާއްޑޫހުޅުދޫ
360,B,B - Maafusheefinolhu,Maafusheefinolhu,ބ,ބ. މާފުށީފިނޮޅު,މާފުށީފިނޮޅު
361,B,B - Maamaduvvaree,Maamaduvvaree,ބ,ބ. މާމަޑުއްވަރީ,މާމަޑުއްވަރީ
362,B,B - Maarikili,Maarikili,ބ,ބ. މާރިކިލި,މާރިކިލި
363,B,B - Madhirivaadhoo,Madhirivaadhoo,ބ,ބ. މާދިރިވާދޫ,މާދިރިވާދޫ
364,B,B - Medhufinolhu,Medhufinolhu,ބ,ބ. މެދުފިނޮޅު,މެދުފިނޮޅު
366,B,B - Mendhoo,Mendhoo,ބ,ބ. މެންދޫ,މެންދޫ
367,B,B - Milaidhoo,Milaidhoo,ބ,ބ. މިލައިދޫ,މިލައިދޫ
368,B,B - Miriandhoo,Miriandhoo,ބ,ބ. މިރިއަންދޫ,މިރިއަންދޫ
369,B,B - Mudhdhoo,Mudhdhoo,ބ,ބ. މުއްދޫ,މުއްދޫ
370,B,B - Muthaafushi,Muthaafushi,ބ,ބ. މުތާފުށި,މުތާފުށި
371,B,B - Nelivarufinolhu,Nelivarufinolhu,ބ,ބ. ނެލިވަރުފިނޮޅު,ނެލިވަރުފިނޮޅު
372,B,B - Nibiligaa,Nibiligaa,ބ,ބ. ނިބިލިގާ,ނިބިލިގާ
373,B,B - Olhugiri,Olhugiri,ބ,ބ. އޮޅުގިރި,އޮޅުގިރި
374,B,B - Fulhadhoo rahkairi finolhu ,Fulhadhoo rahkairi finolhu ,ބ,ބ. ފުޅަދޫ ރަށްކައިރި ފިނޮޅު,ފުޅަދޫ ރަށްކައިރި ފިނޮޅު
375,B,B - Thiladhoo,Thiladhoo,ބ,ބ. ތިލަދޫ,ތިލަދޫ
376,B,B - Udoodhoo,Udoodhoo,ބ,ބ. އުނޑޫދޫ,އުނޑޫދޫ
377,B,B - Ufuligiri,Ufuligiri,ބ,ބ. އުފުލިގިރި,އުފުލިގިރި
378,B,B - Vakkaru,Vakkaru,ބ,ބ. ވައްކަރު,ވައްކަރު
379,B,B - Veyofushi,Veyofushi,ބ,ބ. ވެޔޮފުށި,ވެޔޮފުށި
380,B,B - Vinaneiyfaruhuraa,Vinaneiyfaruhuraa,ބ,ބ. ވިނަނެތްފަރުހުރާ,ވިނަނެތްފަރުހުރާ
381,B,B - Voavah,Voavah,ބ,ބ. ވޯވައް,ވޯވައް
382,Lh,Lh - Hinnavaru,Hinnavaru,ޅ,ޅ. ހިންނަވަރު,ހިންނަވަރު
383,Lh,Lh - Naifaru,Naifaru,ޅ,ޅ. ނައިފަރު,ނައިފަރު
384,Lh,Lh - Kurendhoo,Kurendhoo,ޅ,ޅ. ކުރެންދޫ,ކުރެންދޫ
385,Lh,Lh - Olhuvelifushi,Olhuvelifushi,ޅ,ޅ. އޮޅުވެލިފުށި,އޮޅުވެލިފުށި
386,Lh,Lh - Maafilaafushi,Maafilaafushi,ޅ,ޅ. މާފިލާފުށި,މާފިލާފުށި
387,Lh,Lh - Felivaru,Felivaru,ޅ,ޅ. ފެލިވަރު,ފެލިވަރު
388,Lh,Lh - Kanuhuraa,Kanuhuraa,ޅ,ޅ. ކަނުހުރާ,ކަނުހުރާ
389,Lh,Lh - Komandoo,Komandoo,ޅ,ޅ. ކޮމަންޑޫ,ކޮމަންޑޫ
390,Lh,Lh - Kuredhdhoo,Kuredhdhoo,ޅ,ޅ. ކުރެއްދޫ,ކުރެއްދޫ
391,Lh,Lh - Madhiriguraidhoo,Madhiriguraidhoo,ޅ,ޅ. މަދިރިގުރައިދޫ,މަދިރިގުރައިދޫ
392,Lh,Lh - Alhigaa,Alhigaa,ޅ,ޅ. އަޅިގާ,އަޅިގާ
393,Lh,Lh - Bodufinolhu,Bodufinolhu,ޅ,ޅ. ބޮޑުފިނޮޅު,ބޮޑުފިނޮޅު
394,Lh,Lh - Bovalhafushi,Bovalhafushi,ޅ,ޅ. ބޮވަޅަފުށި,ބޮވަޅަފުށި
395,Lh,Lh - Dhashugirifinolhu,Dhashugirifinolhu,ޅ,ޅ. ދަށުގިރިފިނޮޅު,ދަށުގިރިފިނޮޅު
396,Lh,Lh - Dheruhfinolhu,Dheruhfinolhu,ޅ,ޅ. ދެރުއްފިނޮޅު,ދެރުއްފިނޮޅު
397,Lh,Lh - Dhidhdhoo,Dhidhdhoo,ޅ,ޅ. ދިއްދޫ,ދިއްދޫ
398,Lh,Lh - Dhirunbaafushi,Dhirunbaafushi,ޅ,ޅ. ދިރުނބާފުށި,ދިރުނބާފުށި
399,Lh,Lh - Faadhoo,Faadhoo,ޅ,ޅ. ފާދޫ,ފާދޫ
400,Lh,Lh - Fainuaadhamhuraa,Fainuaadhamhuraa,ޅ,ޅ. ފައިނުއާދަމްހުރާ,ފައިނުއާދަމްހުރާ
402,Lh,Lh - Fehigili,Fehigili,ޅ,ޅ. ފެހިގިލި,ފެހިގިލި
403,Lh,Lh - Fushifaru,Fushifaru,ޅ,ޅ. ފުށިފަރު,ފުށިފަރު
404,Lh,Lh - Gaaerifaru,Gaaerifaru,ޅ,ޅ. ގާއެރިފަރު,ގާއެރިފަރު
406,Lh,Lh - Hudhufushi,Hudhufushi,ޅ,ޅ. ހުދުފުށި,ހުދުފުށި
407,Lh,Lh - Huruvalhi,Huruvalhi,ޅ,ޅ. ހަރުވަޅި,ހަރުވަޅި
408,Lh,Lh - Innahuraa,Innahuraa,ޅ,ޅ. އިންނަހުރާ,އިންނަހުރާ
409,Lh,Lh - Kalhumanjehuraa,Kalhumanjehuraa,ޅ,ޅ. ކަޅުމަންޖެހުރާ,ކަޅުމަންޖެހުރާ
410,Lh,Lh - Kanifushi,Kanifushi,ޅ,ޅ. ކަނިފުށި,ކަނިފުށި
411,Lh,Lh - Lhohi,Lhohi,ޅ,ޅ. ޅޮހި,ޅޮހި
412,Lh,Lh - Lhosalafushi,Lhosalafushi,ޅ,ޅ. ޅޮސަލަފުށި,ޅޮސަލަފުށި
413,Lh,Lh - Maakoa,Maakoa,ޅ,ޅ. މާކޮއެ,މާކޮއެ
414,Lh,Lh - Maavaafushi,Maavaafushi,ޅ,ޅ. މާވާފުށި,މާވާފުށި
415,Lh,Lh - Maabinhuraa,Maabinhuraa,ޅ,ޅ. މާބިންހުރާ,މާބިންހުރާ
416,Lh,Lh - Madivaru,Madivaru,ޅ,ޅ. މަޑިވަރު,މަޑިވަރު
417,Lh,Lh - Maduvvari,Maduvvari,ޅ,ޅ. މަޑުއްވަރީ,މަޑުއްވަރީ
418,Lh,Lh - Maidhoo,Maidhoo,ޅ,ޅ. މައިދޫ,މައިދޫ
419,Lh,Lh - Medhaadihuraa,Medhaadihuraa,ޅ,ޅ. މެދާޑިހުރާ,މެދާޑިހުރާ
420,Lh,Lh - Medhafushi,Medhafushi,ޅ,ޅ. މެދަފުށި,މެދަފުށި
421,Lh,Lh - Meedhaahuraa,Meedhaahuraa,ޅ,ޅ. މީދާހުރާ,މީދާހުރާ
422,Lh,Lh - Meyafushi,Meyafushi,ޅ,ޅ. މެޔަފުށި,މެޔަފުށި
423,Lh,Lh - Ookolhufinolhu,Ookolhufinolhu,ޅ,ޅ. އޫކޮޅުފިނޮޅު,އޫކޮޅުފިނޮޅު
425,Lh,Lh - Thilamaafushi,Thilamaafushi,ޅ,ޅ. ތިލަމާފުށި,ތިލަމާފުށި
426,Lh,Lh - Uthuruhuraa,Uthuruhuraa,ޅ,ޅ. އުތުރުހުރާ,އުތުރުހުރާ
427,Lh,Lh - Varihuraa,Varihuraa,ޅ,ޅ. ވަރިހުރާ,ވަރިހުރާ
428,Lh,Lh - Vavvaru,Vavvaru,ޅ,ޅ. ވަށްވަރު,ވަށްވަރު
429,Lh,Lh - Vejvah,Vejvah,ޅ,ޅ. ވެޖްވަށް,ވެޖްވަށް
430,Lh,Lh - Veligandu,Veligandu,ޅ,ޅ. ވެލިގަނޑު,ވެލިގަނޑު
431,Lh,Lh - Vihafaru,Vihafaru,ޅ,ޅ. ވިހަފަރު,ވިހަފަރު
432,K,K - Male',Male',ކ,ކ. މާލެ,މާލެ
433,K,K - Villingili,Villingili,ކ,ކ. ވިލިނގިލި,ވިލިނގިލި
434,K,K - Hulhumale',Hulhumale',ކ,ކ. ހުޅުމާލެ,ހުޅުމާލެ
435,K,K - Kaashidhoo,Kaashidhoo,ކ,ކ. ކާށިދޫ,ކާށިދޫ
436,K,K - Gaafaru,Gaafaru,ކ,ކ. ގާފަރު,ގާފަރު
437,K,K - Dhiffushi,Dhiffushi,ކ,ކ. ދިއްފުށި,ދިއްފުށި
438,K,K - Thulusdhoo,Thulusdhoo,ކ,ކ. ތުލުސްދޫ,ތުލުސްދޫ
439,K,K - Huraa,Huraa,ކ,ކ. ހުރާ,ހުރާ
440,K,K - Himmafushi,Himmafushi,ކ,ކ. ހިންމަފުށި,ހިންމަފުށި
441,K,K - Gulhi,Gulhi,ކ,ކ. ގުޅި,ގުޅި
442,K,K - Maafushi,Maafushi,ކ,ކ. މާފުށި,މާފުށި
443,K,K - Guraidhoo,Guraidhoo,ކ,ކ. ގުރައިދޫ,ގުރައިދޫ
444,K,K - Hulhule,Hulhule,ކ,ކ. ހުޅުލެ,ހުޅުލެ
445,K,K - Thilafushi,Thilafushi,ކ,ކ. ތިލަފުށި,ތިލަފުށި
446,K,K - Kuda Bandos,Kuda Bandos,ކ,ކ. ކުޑަބަނޑޮސް,ކުޑަބަނޑޮސް
447,K,K - Kanduoiygiri,Kanduoiygiri,ކ,ކ. ކަނޑުއޮތްގިރި,ކަނޑުއޮތްގިރި
448,K,K - Aarah,Aarah,ކ,ކ. އާރަށް,އާރަށް
449,K,K - Dhoonidhoo,Dhoonidhoo,ކ,ކ. ދޫނިދޫ,ދޫނިދޫ
450,K,K - Funadhoo,Funadhoo,ކ,ކ. ފުނަދޫ,ފުނަދޫ
451,K,K - Girifushi,Girifushi,ކ,ކ. ގިރިފުށި,ގިރިފުށި
452,K,K - Gaamaadhoo,Gaamaadhoo,ކ,ކ. ގާމާދޫ,ގާމާދޫ
453,K,K - Feydhoofinolhu,Feydhoofinolhu,ކ,ކ. ފޭދޫފިނޮޅު,ފޭދޫފިނޮޅު
454,K,K - Asdhu,Asdhu,ކ,ކ. އަސްދޫ,އަސްދޫ
455,K,K - Bandos,Bandos,ކ,ކ. ބަނޑޮސް,ބަނޑޮސް
456,K,K - Baros,Baros,ކ,ކ. ބަރޮސް,ބަރޮސް
457,K,K - Biyaadhu,Biyaadhu,ކ,ކ. ބިޔާދޫ,ބިޔާދޫ
458,K,K - Boduhithi,Boduhithi,ކ,ކ. ބޮޑުހިތި,ބޮޑުހިތި
459,K,K - Bolifushi,Bolifushi,ކ,ކ. ބޮލިފުށި,ބޮލިފުށި
460,K,K - Farukolhufushi,Farukolhufushi,ކ,ކ. ފަރުކޮޅުފުށި,ފަރުކޮޅުފުށި
461,K,K - Rannalhi,Rannalhi,ކ,ކ. ރަންނާޅި,ރަންނާޅި
462,K,K - Makunufushi,Makunufushi,ކ,ކ. މަކުނުފުށި,މަކުނުފުށި
463,K,K - Dhigufinohlu,Dhigufinohlu,ކ,ކ. ދިގުފިނޮޅު,ދިގުފިނޮޅު
464,K,K - Emboodhu,Emboodhu,ކ,ކ. އެނބޫދޫ,އެނބޫދޫ
465,K,K - Eriyadhoo,Eriyadhoo,ކ,ކ. އެރިޔަދޫ,އެރިޔަދޫ
466,K,K - Fihaalhohi,Fihaalhohi,ކ,ކ. ފިހާޅޮހި,ފިހާޅޮހި
467,K,K - Kuda Huraa,Kuda Huraa,ކ,ކ. ކުޑަހުރާ,ކުޑަހުރާ
468,K,K - Furanafushi,Furanafushi,ކ,ކ. ފުރަނަފުށި,ފުރަނަފުށި
469,K,K - Bodufinolhu,Bodufinolhu,ކ,ކ. ބޮޑުފިނޮޅު,ބޮޑުފިނޮޅު
470,K,K - Gasfinolhu,Gasfinolhu,ކ,ކ. ގަސްފިނޮޅު,ގަސްފިނޮޅު
471,K,K - Giraavaru,Giraavaru,ކ,ކ. ގިރާވަރު,ގިރާވަރު
472,K,K - Helegeli,Helegeli,ކ,ކ. ހެލެނގެލި,ހެލެނގެލި
473,K,K - Lankanfushi,Lankanfushi,ކ,ކ. ލަންކަންފުށި,ލަންކަންފުށި
474,K,K - Ihuru,Ihuru,ކ,ކ. އިހުރު,އިހުރު
475,K,K - Kandoomafushi,Kandoomafushi,ކ,ކ. ކަނޑޫމާފުށި,ކަނޑޫމާފުށި
476,K,K - Kanifinolhu,Kanifinolhu,ކ,ކ. ކަނިފިނޮޅު,ކަނިފިނޮޅު
477,K,K - Kudahithi,Kudahithi,ކ,ކ. ކުޑަހިތި,ކުޑަހިތި
478,K,K - Vihamanaafushi,Vihamanaafushi,ކ,ކ. ވިހަމަނާފުށި,ވިހަމަނާފުށި
479,K,K - Velassaru,Velassaru,ކ,ކ. ވެލަސަރު,ވެލަސަރު
480,K,K - Lhohifushi,Lhohifushi,ކ,ކ. ޅޮހިފުށި,ޅޮހިފުށި
481,K,K - Mankunudhoo,Mankunudhoo,ކ,ކ. މަކުނުދޫ,މަކުނުދޫ
482,K,K - Meerufenfushi,Meerufenfushi,ކ,ކ. މީރުފެންފުށި,މީރުފެންފުށި
483,K,K - Nakatchafushi,Nakatchafushi,ކ,ކ. ނަކައްޗާފުށި,ނަކައްޗާފުށި
484,K,K - Olhuveli,Olhuveli,ކ,ކ. އޮޅުވެލި,އޮޅުވެލި
485,K,K - Veligandu Huraa,Veligandu Huraa,ކ,ކ. ވެލިގަނޑުހުރާ,ވެލިގަނޑުހުރާ
486,K,K - Lankanfinolhu,Lankanfinolhu,ކ,ކ. ލަންކަންފިނޮޅު,ލަންކަންފިނޮޅު
487,K,K - Medhufinolhu,Medhufinolhu,ކ,ކ. މެދުފިނޮޅު,މެދުފިނޮޅު
488,K,K - Mahaanaelhi Huraa,Mahaanaelhi Huraa,ކ,ކ. މަހާނައެޅިހުރާ,މަހާނައެޅިހުރާ
489,K,K - Ziyaaraiyfushi,Ziyaaraiyfushi,ކ,ކ. ޒިޔާރަތްފުށި,ޒިޔާރަތްފުށި
490,K,K - Kanuoiy Huraa,Kanuoiy Huraa,ކ,ކ. ކަނުއޮތްހުރާ,ކަނުއޮތްހުރާ
491,K,K - Thulhagiri,Thulhagiri,ކ,ކ. ތުޅާގިރި,ތުޅާގިރި
493,K,K - Embudhu Finolhu,Embudhu Finolhu,ކ,ކ. އެނބޫދޫ ފިނޮޅު,އެނބޫދޫ ފިނޮޅު
494,K,K - Vaadhu,Vaadhu,ކ,ކ. ވާދޫ,ވާދޫ
495,K,K - Vabbinfaru,Vabbinfaru,ކ,ކ. ވަށްބިންފަރު,ވަށްބިންފަރު
496,K,K - Vilivaru,Vilivaru,ކ,ކ. ވިލިވަރު,ވިލިވަރު
497,K,K - Bodu Huraa,Bodu Huraa,ކ,ކ. ބޮޑުހުރާ,ބޮޑުހުރާ
499,K,K - Emboodhoo Finolhu,Emboodhoo Finolhu,ކ,ކ. އެނބޫދޫފިނޮޅު,އެނބޫދޫފިނޮޅު
500,K,K - Erruhhuraa,Erruhhuraa,ކ,ކ. އެއްރުއްހުރާ,އެއްރުއްހުރާ
503,K,K - Hembadhoo,Hembadhoo,ކ,ކ. ހެނބަދޫ,ހެނބަދޫ
504,K,K - Kaduoiygiri,Kaduoiygiri,ކ,ކ. ކަނޑުއޮތްގިރި,ކަނޑުއޮތްގިރި
505,K,K - Kagi,Kagi,ކ,ކ. ކަގި,ކަގި
506,K,K - Kudafinolhu,Kudafinolhu,ކ,ކ. ކުޑަފިނޮޅު,ކުޑަފިނޮޅު
508,K,K - Maadhoo,Maadhoo,ކ,ކ. މާދޫ,މާދޫ
509,K,K - Madivaru,Madivaru,ކ,ކ. މަޑިވަރު,މަޑިވަރު
510,K,K - Maniyafushi,Maniyafushi,ކ,ކ. މަނިޔަފުށި,މަނިޔަފުށި
